SA4_NAME16	DwellingStructure	DwellingSubtype	HouseholdComposition	occupied_private_dwellings
Mandurah	(Other)	House or flat attached to a shop, office, etc	Lone-person household	9
Mandurah	(Other)	Improvised home, tent sleepers	Couple family with children	4
Mandurah	(Other)	Improvised home, tent sleepers	Couple family with no children	5
Mandurah	(Other)	Improvised home, tent sleepers	Lone-person household	11
Mandurah	Flat/apartment		Couple family with children	3
Mandurah	Flat/apartment		Couple family with no children	10
Mandurah	Flat/apartment		Lone-person household	20
Mandurah	Flat/apartment		One parent family with children	4
Mandurah	Flat/apartment		Other family	5
Mandurah	Flat/apartment	1 or 2 storey block	Couple family with children	17
Mandurah	Flat/apartment	1 or 2 storey block	Couple family with no children	73
Mandurah	Flat/apartment	1 or 2 storey block	Group household	14
Mandurah	Flat/apartment	1 or 2 storey block	Lone-person household	290
Mandurah	Flat/apartment	1 or 2 storey block	One parent family with children	29
Mandurah	Flat/apartment	1 or 2 storey block	Other family	5
Mandurah	Flat/apartment	3 storey block	Couple family with children	22
Mandurah	Flat/apartment	3 storey block	Couple family with no children	90
Mandurah	Flat/apartment	3 storey block	Group household	5
Mandurah	Flat/apartment	3 storey block	Lone-person household	62
Mandurah	Flat/apartment	3 storey block	One parent family with children	18
Mandurah	Flat/apartment	4-8 storey block	Couple family with children	14
Mandurah	Flat/apartment	4-8 storey block	Couple family with no children	82
Mandurah	Flat/apartment	4-8 storey block	Group household	3
Mandurah	Flat/apartment	4-8 storey block	Lone-person household	77
Mandurah	Flat/apartment	4-8 storey block	One parent family with children	17
Mandurah	Flat/apartment	9 or more storey block	Couple family with children	16
Mandurah	Flat/apartment	9 or more storey block	Couple family with no children	86
Mandurah	Flat/apartment	9 or more storey block	Lone-person household	46
Mandurah	Flat/apartment	9 or more storey block	One parent family with children	7
Mandurah	Flat/apartment	9 or more storey block	Other family	4
Mandurah	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	87
Mandurah	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	324
Mandurah	Semi-detached, row/terrace house, townhouse etc.		Group household	37
Mandurah	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	518
Mandurah	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	114
Mandurah	Semi-detached, row/terrace house, townhouse etc.		Other family	8
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	163
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1002
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	70
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	2223
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	251
Mandurah	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	27
Mandurah	Separate house		Couple family with children	10239
Mandurah	Separate house		Couple family with no children	11668
Mandurah	Separate house		Group household	817
Mandurah	Separate house		Lone-person household	7948
Mandurah	Separate house		One parent family with children	4462
Mandurah	Separate house		Other family	296
Perth - Inner			Couple family with children	11
Perth - Inner			Couple family with no children	14
Perth - Inner			Lone-person household	62
Perth - Inner			One parent family with children	11
Perth - Inner	(Other)	Caravan	Lone-person household	4
Perth - Inner	(Other)	House or flat attached to a shop, office, etc	Couple family with children	13
Perth - Inner	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	19
Perth - Inner	(Other)	House or flat attached to a shop, office, etc	Group household	15
Perth - Inner	(Other)	House or flat attached to a shop, office, etc	Lone-person household	25
Perth - Inner	(Other)	House or flat attached to a shop, office, etc	One parent family with children	7
Perth - Inner	Flat/apartment		Couple family with children	13
Perth - Inner	Flat/apartment		Couple family with no children	8
Perth - Inner	Flat/apartment		Group household	3
Perth - Inner	Flat/apartment		Lone-person household	16
Perth - Inner	Flat/apartment	1 or 2 storey block	Couple family with children	434
Perth - Inner	Flat/apartment	1 or 2 storey block	Couple family with no children	1063
Perth - Inner	Flat/apartment	1 or 2 storey block	Group household	339
Perth - Inner	Flat/apartment	1 or 2 storey block	Lone-person household	2420
Perth - Inner	Flat/apartment	1 or 2 storey block	One parent family with children	249
Perth - Inner	Flat/apartment	1 or 2 storey block	Other family	67
Perth - Inner	Flat/apartment	3 storey block	Couple family with children	524
Perth - Inner	Flat/apartment	3 storey block	Couple family with no children	1777
Perth - Inner	Flat/apartment	3 storey block	Group household	524
Perth - Inner	Flat/apartment	3 storey block	Lone-person household	3869
Perth - Inner	Flat/apartment	3 storey block	One parent family with children	293
Perth - Inner	Flat/apartment	3 storey block	Other family	77
Perth - Inner	Flat/apartment	4-8 storey block	Couple family with children	681
Perth - Inner	Flat/apartment	4-8 storey block	Couple family with no children	2422
Perth - Inner	Flat/apartment	4-8 storey block	Group household	638
Perth - Inner	Flat/apartment	4-8 storey block	Lone-person household	4423
Perth - Inner	Flat/apartment	4-8 storey block	One parent family with children	378
Perth - Inner	Flat/apartment	4-8 storey block	Other family	93
Perth - Inner	Flat/apartment	9 or more storey block	Couple family with children	605
Perth - Inner	Flat/apartment	9 or more storey block	Couple family with no children	1968
Perth - Inner	Flat/apartment	9 or more storey block	Group household	500
Perth - Inner	Flat/apartment	9 or more storey block	Lone-person household	2662
Perth - Inner	Flat/apartment	9 or more storey block	One parent family with children	247
Perth - Inner	Flat/apartment	9 or more storey block	Other family	87
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		Couple family with children	1234
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		Couple family with no children	1944
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		Group household	541
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		Lone-person household	2334
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		One parent family with children	618
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.		Other family	108
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with children	807
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	Couple family with no children	1064
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	Group household	241
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	Lone-person household	1929
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	One parent family with children	361
Perth - Inner	Semi-detached, row/terrace house, townhouse etc.	1 storey	Other family	61
Perth - Inner	Separate house		Couple family with children	14946
Perth - Inner	Separate house		Couple family with no children	9829
Perth - Inner	Separate house		Group household	1336
Perth - Inner	Separate house		Lone-person household	5850
Perth - Inner	Separate house		One parent family with children	2721
Perth - Inner	Separate house		Other family	313
Perth - North East			Couple family with children	25
Perth - North East			Couple family with no children	23
Perth - North East			Group household	6
Perth - North East			Lone-person household	51
Perth - North East			One parent family with children	13
Perth - North East			Other family	3
Perth - North East	(Other)	Cabin household	Couple family with children	3
Perth - North East	(Other)	Cabin household	Couple family with no children	32
Perth - North East	(Other)	Cabin household	Lone-person household	103
Perth - North East	(Other)	Cabin household	One parent family with children	3
Perth - North East	(Other)	Caravan	Couple family with children	4
Perth - North East	(Other)	Caravan	Couple family with no children	22
Perth - North East	(Other)	Caravan	Lone-person household	39
Perth - North East	(Other)	House or flat attached to a shop, office, etc	Couple family with children	7
Perth - North East	(Other)	House or flat attached to a shop, office, etc	Couple family with no children	9
Perth - North East	(Other)	House or flat attached to a shop, office, etc	Lone-person household	14
Perth - North East	(Other)	House or flat attached to a shop, office, etc	One parent family with children	3
Perth - North East	(Other)	House or flat attached to a shop, office, etc	Other family	3
Perth - North East	(Other)	Improvised home, tent sleepers	Couple family with children	3
Perth - North East	(Other)	Improvised home, tent sleepers	Lone-person household	4
Perth - North East	Flat/apartment		Couple family with children	18
Perth - North East	Flat/apartment		Couple family with no children	28
Perth - North East	Flat/apartment		Lone-person household	55
Perth - North East	Flat/apartment		One parent family with children	5
Perth - North East	Flat/apartment	1 or 2 storey block	Couple family with children	135
Perth - North East	Flat/apartment	1 or 2 storey block	Couple family with no children	387
Perth - North East	Flat/apartment	1 or 2 storey block	Group household	95
Perth - North East	Flat/apartment	1 or 2 storey block	Lone-person household	1109
Perth - North East	Flat/apartment	1 or 2 storey block	One parent family with children	138
Perth - North East	Flat/apartment	1 or 2 storey block	Other family	34
Perth - North East	Flat/apartment	3 storey block	Couple family with children	57
