LGA_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Central Coast (Tas.)	Flat/apartment	1 or 2 storey block	2	19
Central Coast (Tas.)	Flat/apartment	Attached to a house	2	3
Central Coast (Tas.)	Separate house			115
Central Coast (Tas.)	Separate house		0	9
Central Coast (Tas.)	Separate house		1	112
Central Coast (Tas.)	Separate house		2	1069
Central Coast (Tas.)	Separate house		3	4923
Central Coast (Tas.)	Separate house		4	1792
Central Coast (Tas.)	Separate house		5	265
Central Coast (Tas.)	Separate house		6	50
Central Highlands (Tas.)			2	6
Central Highlands (Tas.)			3	5
Central Highlands (Tas.)	(Other)		1	3
Central Highlands (Tas.)	(Other)		2	8
Central Highlands (Tas.)	(Other)		3	6
Central Highlands (Tas.)	(Other)		6	5
Central Highlands (Tas.)	Flat/apartment	1 or 2 storey block	0	6
Central Highlands (Tas.)	Flat/apartment	1 or 2 storey block	1	8
Central Highlands (Tas.)	Separate house			24
Central Highlands (Tas.)	Separate house		0	8
Central Highlands (Tas.)	Separate house		1	51
Central Highlands (Tas.)	Separate house		2	205
Central Highlands (Tas.)	Separate house		3	473
Central Highlands (Tas.)	Separate house		4	144
Central Highlands (Tas.)	Separate house		5	39
Central Highlands (Tas.)	Separate house		6	15
Circular Head			4	4
Circular Head		1 storey		8
Circular Head		1 storey	1	19
Circular Head		1 storey	2	62
Circular Head		1 storey	3	6
Circular Head		2 storeys or more	2	7
Circular Head	(Other)			6
Circular Head	(Other)		0	3
Circular Head	(Other)		1	9
Circular Head	(Other)		2	3
Circular Head	(Other)		3	8
Circular Head	Flat/apartment	1 or 2 storey block	1	10
Circular Head	Flat/apartment	1 or 2 storey block	2	8
Circular Head	Flat/apartment	1 or 2 storey block	3	5
Circular Head	Separate house			60
Circular Head	Separate house		0	8
Circular Head	Separate house		1	71
Circular Head	Separate house		2	411
Circular Head	Separate house		3	1621
Circular Head	Separate house		4	584
Circular Head	Separate house		5	96
Circular Head	Separate house		6	24
Clarence				6
Clarence			1	15
Clarence			2	8
Clarence			3	7
Clarence			4	5
Clarence			6	3
Clarence		1 storey		29
Clarence		1 storey	0	14
Clarence		1 storey	1	233
Clarence		1 storey	2	440
Clarence		1 storey	3	76
Clarence		1 storey	4	13
Clarence		2 storeys or more		7
Clarence		2 storeys or more	1	59
Clarence		2 storeys or more	2	241
Clarence		2 storeys or more	3	58
Clarence		2 storeys or more	4	4
Clarence		2 storeys or more	5	5
Clarence	(Other)		0	15
Clarence	(Other)		1	41
Clarence	(Other)		2	18
Clarence	(Other)		3	15
Clarence	Flat/apartment	1 or 2 storey block		3
Clarence	Flat/apartment	1 or 2 storey block	1	57
Clarence	Flat/apartment	1 or 2 storey block	2	101
Clarence	Flat/apartment	1 or 2 storey block	3	19
Clarence	Flat/apartment	1 or 2 storey block	4	8
Clarence	Flat/apartment	3 storey block	1	9
Clarence	Flat/apartment	3 storey block	2	56
Clarence	Flat/apartment	Attached to a house	1	9
Clarence	Flat/apartment	Attached to a house	2	3
Clarence	Flat/apartment	Attached to a house	3	7
Clarence	Flat/apartment	Attached to a house	4	11
Clarence	Separate house			214
Clarence	Separate house		0	9
Clarence	Separate house		1	262
Clarence	Separate house		2	3025
Clarence	Separate house		3	12241
Clarence	Separate house		4	5003
Clarence	Separate house		5	1050
Clarence	Separate house		6	187
Derwent Valley		1 storey		6
Derwent Valley		1 storey	0	5
Derwent Valley		1 storey	1	46
Derwent Valley		1 storey	2	34
Derwent Valley		1 storey	3	5
Derwent Valley		1 storey	4	9
Derwent Valley		2 storeys or more	1	3
Derwent Valley		2 storeys or more	2	9
Derwent Valley		2 storeys or more	4	6
Derwent Valley		2 storeys or more	5	6
Derwent Valley	(Other)			7
Derwent Valley	(Other)		0	7
Derwent Valley	(Other)		1	17
Derwent Valley	(Other)		2	10
Derwent Valley	(Other)		3	3
Derwent Valley	(Other)		5	3
Derwent Valley	Flat/apartment	1 or 2 storey block	1	26
Derwent Valley	Flat/apartment	1 or 2 storey block	2	29
Derwent Valley	Flat/apartment	1 or 2 storey block	3	10
Derwent Valley	Flat/apartment	1 or 2 storey block	4	4
Derwent Valley	Flat/apartment	Attached to a house	1	5
Derwent Valley	Separate house			41
Derwent Valley	Separate house		0	18
Derwent Valley	Separate house		1	78
Derwent Valley	Separate house		2	635
Derwent Valley	Separate house		3	2224
Derwent Valley	Separate house		4	698
Derwent Valley	Separate house		5	132
Derwent Valley	Separate house		6	42
Devonport			2	3
Devonport			3	6
Devonport		1 storey		38
Devonport		1 storey	0	7
Devonport		1 storey	1	261
Devonport		1 storey	2	660
Devonport		1 storey	3	111
Devonport		1 storey	4	4
Devonport		2 storeys or more		4
Devonport		2 storeys or more	0	3
Devonport		2 storeys or more	1	18
Devonport		2 storeys or more	2	108
Devonport		2 storeys or more	3	8
Devonport	(Other)			10
Devonport	(Other)		0	13
Devonport	(Other)		1	46
Devonport	(Other)		2	23
Devonport	(Other)		3	9
Devonport	Flat/apartment	1 or 2 storey block	2	14
Devonport	Separate house			114
Devonport	Separate house		0	8
Devonport	Separate house		1	116
Devonport	Separate house		2	1337
Devonport	Separate house		3	5777
Devonport	Separate house		4	1669
Devonport	Separate house		5	307
Devonport	Separate house		6	64
Dorset			1	3
Dorset		1 storey	1	42
Dorset		1 storey	2	21
Dorset		1 storey	3	8
Dorset	(Other)		0	4
Dorset	(Other)		1	8
Dorset	(Other)		3	3
Dorset	Flat/apartment	1 or 2 storey block	2	15
Dorset	Flat/apartment	1 or 2 storey block	3	4
Dorset	Separate house			56
Dorset	Separate house		0	16
Dorset	Separate house		1	66
Dorset	Separate house		2	420
Dorset	Separate house		3	1442
Dorset	Separate house		4	505
Dorset	Separate house		5	94
Dorset	Separate house		6	34
Flinders (Tas.)		1 storey	2	3
Flinders (Tas.)	Separate house			15
Flinders (Tas.)	Separate house		0	7
Flinders (Tas.)	Separate house		1	23
Flinders (Tas.)	Separate house		2	80
Flinders (Tas.)	Separate house		3	213
Flinders (Tas.)	Separate house		4	58
Flinders (Tas.)	Separate house		5	7
Flinders (Tas.)	Separate house		6	4
George Town		1 storey		10
George Town		1 storey	1	55
George Town		1 storey	2	159
George Town		1 storey	3	15
George Town		2 storeys or more	2	4
George Town		2 storeys or more	3	4
George Town	(Other)			20
George Town	(Other)		3	5
George Town	(Other)		4	3
George Town	Flat/apartment	1 or 2 storey block	1	7
George Town	Flat/apartment	1 or 2 storey block	2	12
George Town	Flat/apartment	1 or 2 storey block	3	7
George Town	Separate house			43
George Town	Separate house		0	8
George Town	Separate house		1	40
George Town	Separate house		2	298
George Town	Separate house		3	1638
George Town	Separate house		4	481
George Town	Separate house		5	70
George Town	Separate house		6	19
Glamorgan-Spring Bay				5
Glamorgan-Spring Bay			1	6
Glamorgan-Spring Bay			3	3
Glamorgan-Spring Bay			4	5
Glamorgan-Spring Bay		1 storey	1	8
Glamorgan-Spring Bay		1 storey	2	11
Glamorgan-Spring Bay		1 storey	3	10
Glamorgan-Spring Bay		2 storeys or more	2	5
Glamorgan-Spring Bay	(Other)		1	8
Glamorgan-Spring Bay	(Other)		2	3
Glamorgan-Spring Bay	(Other)		3	8
Glamorgan-Spring Bay	Flat/apartment	1 or 2 storey block	2	3
Glamorgan-Spring Bay	Separate house			28
Glamorgan-Spring Bay	Separate house		0	24
Glamorgan-Spring Bay	Separate house		1	107
Glamorgan-Spring Bay	Separate house		2	475
Glamorgan-Spring Bay	Separate house		3	959
Glamorgan-Spring Bay	Separate house		4	323
Glamorgan-Spring Bay	Separate house		5	58
Glamorgan-Spring Bay	Separate house		6	30
Glenorchy				3
Glenorchy			1	3
Glenorchy			2	21
Glenorchy			3	9
Glenorchy			4	4
Glenorchy			6	4
Glenorchy		1 storey		26
Glenorchy		1 storey	0	3
Glenorchy		1 storey	1	239
Glenorchy		1 storey	2	450
Glenorchy		1 storey	3	57
Glenorchy		1 storey	4	5
Glenorchy		1 storey	5	3
Glenorchy		2 storeys or more		4
Glenorchy		2 storeys or more	1	31
Glenorchy		2 storeys or more	2	184
Glenorchy		2 storeys or more	3	43
Glenorchy		2 storeys or more	4	9
Glenorchy	(Other)		0	3
Glenorchy	(Other)		1	19
Glenorchy	(Other)		2	21
Glenorchy	(Other)		3	25
Glenorchy	(Other)		4	10
Glenorchy	Flat/apartment	1 or 2 storey block		84
Glenorchy	Flat/apartment	1 or 2 storey block	0	19
Glenorchy	Flat/apartment	1 or 2 storey block	1	637
Glenorchy	Flat/apartment	1 or 2 storey block	2	1385
Glenorchy	Flat/apartment	1 or 2 storey block	3	264
Glenorchy	Flat/apartment	1 or 2 storey block	4	39
Glenorchy	Flat/apartment	1 or 2 storey block	5	9
Glenorchy	Flat/apartment	1 or 2 storey block	6	3
Glenorchy	Flat/apartment	3 storey block		3
Glenorchy	Flat/apartment	3 storey block	1	17
Glenorchy	Flat/apartment	3 storey block	2	20
Glenorchy	Flat/apartment	Attached to a house	1	4
Glenorchy	Flat/apartment	Attached to a house	2	3
Glenorchy	Flat/apartment	Attached to a house	3	5
Glenorchy	Separate house			233
Glenorchy	Separate house		0	28
Glenorchy	Separate house		1	204
Glenorchy	Separate house		2	2958
Glenorchy	Separate house		3	9464
Glenorchy	Separate house		4	2620
Glenorchy	Separate house		5	554
Glenorchy	Separate house		6	126
Hobart				6
Hobart			0	5
Hobart			1	16
Hobart			2	25
Hobart			3	10
Hobart			4	5
Hobart			6	8
Hobart		1 storey		7
Hobart		1 storey	0	6
Hobart		1 storey	1	209
Hobart		1 storey	2	475
Hobart		1 storey	3	178
Hobart		1 storey	4	40
Hobart		1 storey	5	4
Hobart		1 storey	6	3
Hobart		2 storeys or more		15
Hobart		2 storeys or more	0	10
Hobart		2 storeys or more	1	188
Hobart		2 storeys or more	2	738
Hobart		2 storeys or more	3	443
Hobart		2 storeys or more	4	88
Hobart		2 storeys or more	5	20
Hobart		2 storeys or more	6	4
Hobart	(Other)			4
Hobart	(Other)		0	8
Hobart	(Other)		1	32
Hobart	(Other)		2	37
Hobart	(Other)		3	22
Hobart	(Other)		4	5
Hobart	Flat/apartment	1 or 2 storey block		31
Hobart	Flat/apartment	1 or 2 storey block	0	70
Hobart	Flat/apartment	1 or 2 storey block	1	853
Hobart	Flat/apartment	1 or 2 storey block	2	1050
Hobart	Flat/apartment	1 or 2 storey block	3	299
Hobart	Flat/apartment	1 or 2 storey block	4	69
Hobart	Flat/apartment	1 or 2 storey block	5	18
Hobart	Flat/apartment	1 or 2 storey block	6	8
Hobart	Flat/apartment	3 storey block		15
Hobart	Flat/apartment	3 storey block	0	43
Hobart	Flat/apartment	3 storey block	1	302
Hobart	Flat/apartment	3 storey block	2	424
Hobart	Flat/apartment	3 storey block	3	103
Hobart	Flat/apartment	3 storey block	4	22
Hobart	Flat/apartment	3 storey block	5	8
Hobart	Flat/apartment	3 storey block	6	3
Hobart	Flat/apartment	4-8 storey block		14
Hobart	Flat/apartment	4-8 storey block	0	16
Hobart	Flat/apartment	4-8 storey block	1	124
Hobart	Flat/apartment	4-8 storey block	2	372
Hobart	Flat/apartment	4-8 storey block	3	68
Hobart	Flat/apartment	4-8 storey block	4	3
Hobart	Flat/apartment	9 or more storey block	2	22
Hobart	Flat/apartment	9 or more storey block	3	6
Hobart	Flat/apartment	Attached to a house	1	48
Hobart	Flat/apartment	Attached to a house	2	30
Hobart	Flat/apartment	Attached to a house	3	10
Hobart	Flat/apartment	Attached to a house	4	5
Hobart	Flat/apartment	Attached to a house	5	4
Hobart	Separate house			94
Hobart	Separate house		0	36
Hobart	Separate house		1	369
Hobart	Separate house		2	2628
Hobart	Separate house		3	6483
Hobart	Separate house		4	3840
Hobart	Separate house		5	1072
Hobart	Separate house		6	254
Huon Valley			0	4
Huon Valley			1	4
Huon Valley			2	3
Huon Valley			3	5
Huon Valley			6	4
Huon Valley		1 storey	0	5
Huon Valley		1 storey	1	20
Huon Valley		1 storey	2	76
Huon Valley		1 storey	3	8
Huon Valley		1 storey	4	3
Huon Valley		2 storeys or more	2	4
Huon Valley	(Other)			3
Huon Valley	(Other)		0	14
Huon Valley	(Other)		1	39
Huon Valley	(Other)		2	17
Huon Valley	(Other)		3	8
Huon Valley	Flat/apartment	1 or 2 storey block	1	10
Huon Valley	Flat/apartment	1 or 2 storey block	2	11
Huon Valley	Flat/apartment	1 or 2 storey block	3	4
Huon Valley	Separate house			90
Huon Valley	Separate house		0	62
Huon Valley	Separate house		1	306
Huon Valley	Separate house		2	1285
Huon Valley	Separate house		3	3394
Huon Valley	Separate house		4	1272
Huon Valley	Separate house		5	241
Huon Valley	Separate house		6	71
Kentish			2	5
Kentish			3	3
Kentish		1 storey	1	27
Kentish		1 storey	2	20
Kentish		1 storey	3	18
Kentish		1 storey	5	6
Kentish	(Other)		0	3
Kentish	(Other)		1	3
Kentish	Separate house			41
Kentish	Separate house		0	19
Kentish	Separate house		1	88
Kentish	Separate house		2	370
Kentish	Separate house		3	1241
Kentish	Separate house		4	490
Kentish	Separate house		5	88
Kentish	Separate house		6	27
King Island		1 storey	1	13
King Island		1 storey	2	10
King Island	Flat/apartment	1 or 2 storey block	1	5
King Island	Separate house			14
King Island	Separate house		0	4
King Island	Separate house		1	24
King Island	Separate house		2	102
King Island	Separate house		3	340
King Island	Separate house		4	113
King Island	Separate house		5	21
King Island	Separate house		6	6
Kingborough			1	5
Kingborough			2	6
Kingborough			3	4
Kingborough			4	4
Kingborough		1 storey		9
Kingborough		1 storey	1	126
Kingborough		1 storey	2	259
Kingborough		1 storey	3	54
Kingborough		1 storey	4	4
Kingborough		2 storeys or more		3
Kingborough		2 storeys or more	1	4
Kingborough		2 storeys or more	2	162
Kingborough		2 storeys or more	3	106
Kingborough		2 storeys or more	4	15
Kingborough	(Other)			4
Kingborough	(Other)		0	12
Kingborough	(Other)		1	25
Kingborough	(Other)		2	25
Kingborough	(Other)		3	11
Kingborough	Flat/apartment	1 or 2 storey block		9
Kingborough	Flat/apartment	1 or 2 storey block	1	43
Kingborough	Flat/apartment	1 or 2 storey block	2	113
Kingborough	Flat/apartment	1 or 2 storey block	3	41
Kingborough	Flat/apartment	1 or 2 storey block	4	5
Kingborough	Flat/apartment	3 storey block	2	3
Kingborough	Flat/apartment	3 storey block	3	10
Kingborough	Flat/apartment	Attached to a house	1	6
Kingborough	Flat/apartment	Attached to a house	2	3
Kingborough	Flat/apartment	Attached to a house	3	5
Kingborough	Flat/apartment	Attached to a house	5	4
Kingborough	Separate house			118
Kingborough	Separate house		0	44
Kingborough	Separate house		1	254
Kingborough	Separate house		2	2263
Kingborough	Separate house		3	6812
Kingborough	Separate house		4	3536
Kingborough	Separate house		5	789
Kingborough	Separate house		6	184
Latrobe (Tas.)			1	3
Latrobe (Tas.)			2	3
Latrobe (Tas.)		1 storey		10
Latrobe (Tas.)		1 storey	1	40
Latrobe (Tas.)		1 storey	2	129
Latrobe (Tas.)		1 storey	3	32
Latrobe (Tas.)		2 storeys or more	2	9
Latrobe (Tas.)		2 storeys or more	3	10
Latrobe (Tas.)		2 storeys or more	4	4
Latrobe (Tas.)	(Other)			4
Latrobe (Tas.)	(Other)		0	9
Latrobe (Tas.)	(Other)		1	18
Latrobe (Tas.)	(Other)		2	8
Latrobe (Tas.)	(Other)		3	8
Latrobe (Tas.)	Flat/apartment	1 or 2 storey block	2	16
Latrobe (Tas.)	Flat/apartment	1 or 2 storey block	3	11
Latrobe (Tas.)	Flat/apartment	Attached to a house	3	4
Latrobe (Tas.)	Separate house			51
Latrobe (Tas.)	Separate house		0	8
Latrobe (Tas.)	Separate house		1	83
Latrobe (Tas.)	Separate house		2	783
Latrobe (Tas.)	Separate house		3	2556
Latrobe (Tas.)	Separate house		4	913
Latrobe (Tas.)	Separate house		5	129
Latrobe (Tas.)	Separate house		6	28
Launceston			0	3
Launceston			1	19
Launceston			2	12
Launceston			3	12
Launceston			4	7
Launceston			6	3
Launceston		1 storey		187
Launceston		1 storey	0	8
Launceston		1 storey	1	418
Launceston		1 storey	2	1173
Launceston		1 storey	3	270
Launceston		1 storey	4	32
Launceston		1 storey	5	8
Launceston		2 storeys or more		8
Launceston		2 storeys or more	1	58
Launceston		2 storeys or more	2	289
Launceston		2 storeys or more	3	325
Launceston		2 storeys or more	4	107
Launceston		2 storeys or more	5	25
Launceston		2 storeys or more	6	7
Launceston	(Other)			3
Launceston	(Other)		0	3
Launceston	(Other)		1	25
Launceston	(Other)		2	50
Launceston	(Other)		3	17
Launceston	(Other)		4	11
Launceston	Flat/apartment	1 or 2 storey block		49
Launceston	Flat/apartment	1 or 2 storey block	0	16
Launceston	Flat/apartment	1 or 2 storey block	1	602
Launceston	Flat/apartment	1 or 2 storey block	2	1221
Launceston	Flat/apartment	1 or 2 storey block	3	208
Launceston	Flat/apartment	1 or 2 storey block	4	31
Launceston	Flat/apartment	1 or 2 storey block	5	8
Launceston	Flat/apartment	1 or 2 storey block	6	3
Launceston	Flat/apartment	3 storey block		3
Launceston	Flat/apartment	3 storey block	1	25
Launceston	Flat/apartment	3 storey block	2	69
Launceston	Flat/apartment	3 storey block	3	6
Launceston	Flat/apartment	3 storey block	4	4
Launceston	Flat/apartment	4-8 storey block	0	7
Launceston	Flat/apartment	4-8 storey block	1	13
Launceston	Flat/apartment	4-8 storey block	2	10
Launceston	Flat/apartment	9 or more storey block	2	6
Launceston	Flat/apartment	9 or more storey block	3	9
Launceston	Flat/apartment	Attached to a house	1	40
Launceston	Flat/apartment	Attached to a house	2	35
Launceston	Flat/apartment	Attached to a house	3	18
Launceston	Flat/apartment	Attached to a house	4	4
Launceston	Separate house			309
Launceston	Separate house		0	38
Launceston	Separate house		1	349
Launceston	Separate house		2	3328
Launceston	Separate house		3	12867
Launceston	Separate house		4	4345
Launceston	Separate house		5	832
Launceston	Separate house		6	194
Meander Valley			3	3
Meander Valley		1 storey		12
Meander Valley		1 storey	1	71
Meander Valley		1 storey	2	174
Meander Valley		1 storey	3	29
Meander Valley		1 storey	4	6
Meander Valley		1 storey	6	4
Meander Valley		2 storeys or more	2	11
Meander Valley		2 storeys or more	3	51
Meander Valley		2 storeys or more	4	24
Meander Valley		2 storeys or more	5	11
Meander Valley	(Other)			4
Meander Valley	(Other)		0	11
Meander Valley	(Other)		1	16
Meander Valley	(Other)		2	13
Meander Valley	(Other)		3	11
Meander Valley	Flat/apartment	1 or 2 storey block		13
Meander Valley	Flat/apartment	1 or 2 storey block	1	32
Meander Valley	Flat/apartment	1 or 2 storey block	2	272
Meander Valley	Flat/apartment	1 or 2 storey block	3	37
Meander Valley	Flat/apartment	1 or 2 storey block	4	9
Meander Valley	Flat/apartment	1 or 2 storey block	5	4
Meander Valley	Flat/apartment	Attached to a house	4	4
Meander Valley	Separate house			98
Meander Valley	Separate house		0	18
Meander Valley	Separate house		1	163
Meander Valley	Separate house		2	1188
Meander Valley	Separate house		3	3812
Meander Valley	Separate house		4	1720
Meander Valley	Separate house		5	346
Meander Valley	Separate house		6	81
Northern Midlands			3	4
Northern Midlands			4	6
Northern Midlands			5	3
Northern Midlands		1 storey		4
Northern Midlands		1 storey	1	18
Northern Midlands		1 storey	2	69
Northern Midlands		1 storey	3	24
Northern Midlands		1 storey	4	4
Northern Midlands		2 storeys or more	5	9
Northern Midlands	(Other)			4
Northern Midlands	(Other)		0	6
Northern Midlands	(Other)		1	14
Northern Midlands	(Other)		2	8
Northern Midlands	(Other)		3	4
Northern Midlands	(Other)		4	3
Northern Midlands	Flat/apartment	1 or 2 storey block		9
Northern Midlands	Flat/apartment	1 or 2 storey block	1	53
Northern Midlands	Flat/apartment	1 or 2 storey block	2	231
Northern Midlands	Flat/apartment	1 or 2 storey block	3	46
Northern Midlands	Flat/apartment	Attached to a house	2	3
Northern Midlands	Separate house			73
Northern Midlands	Separate house		0	13
Northern Midlands	Separate house		1	106
Northern Midlands	Separate house		2	792
Northern Midlands	Separate house		3	2639
Northern Midlands	Separate house		4	1108
Northern Midlands	Separate house		5	195
Northern Midlands	Separate house		6	65
